,userName,score,at,content,sentiment,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
34,Dani Ganda,5,2022-08-23 03:20:08,pelayanan dari cs sangat baik dan responnya sangat cepat jaringan internetnya sangat stabill terima kasih indihome,1,"['pelayanan', 'dari', 'cs', 'sangat', 'baik', 'dan', 'responnya', 'sangat', 'cepat', 'jaringan', 'internetnya', 'sangat', 'stabill', 'terima', 'kasih', 'indihome']",<FreqDist with 14 samples and 16 outcomes>,"['pelayanan', 'cs', 'responnya', 'cepat', 'jaringan', 'internetnya', 'stabill', 'terima', 'kasih', 'indihome']","['pelayanan', 'cs', 'responnya', 'cepat', 'jaringan', 'internetnya', 'stabill', 'terima', 'kasih', 'indihome']","['layan', 'cs', 'responnya', 'cepat', 'jaring', 'internetnya', 'stabill', 'terima', 'kasih', 'indihome']"
35,wijaya bs,5,2022-08-23 03:14:57,kenapa aplikasi tdk bisa dibuka cuma ada tulisan indihome saja sampai lama saya tunggu tdk terbuka,1,"['kenapa', 'aplikasi', 'tdk', 'bisa', 'dibuka', 'cuma', 'ada', 'tulisan', 'indihome', 'saja', 'sampai', 'lama', 'saya', 'tunggu', 'tdk', 'terbuka']",<FreqDist with 15 samples and 16 outcomes>,"['aplikasi', 'dibuka', 'tulisan', 'indihome', 'tunggu', 'terbuka']","['aplikasi', 'dibuka', 'tulisan', 'indihome', 'tunggu', 'terbuka']","['aplikasi', 'buka', 'tulis', 'indihome', 'tunggu', 'buka']"
36,Agustinus Sujatmiko,5,2022-08-23 03:14:28,aplikasi myindihome terbaik dan jaringan internet cepat,1,"['aplikasi', 'myindihome', 'terbaik', 'dan', 'jaringan', 'internet', 'cepat']",<FreqDist with 7 samples and 7 outcomes>,"['aplikasi', 'myindihome', 'terbaik', 'jaringan', 'internet', 'cepat']","['aplikasi', 'myindihome', 'terbaik', 'jaringan', 'internet', 'cepat']","['aplikasi', 'myindihome', 'baik', 'jaring', 'internet', 'cepat']"
37,Mario Pareira,5,2022-08-23 03:10:20,aplikasi sangat membantu pengguna indihome terutama saat indihone bermasalah sangat cepat dalam penanganan perbaikannya,1,"['aplikasi', 'sangat', 'membantu', 'pengguna', 'indihome', 'terutama', 'saat', 'indihone', 'bermasalah', 'sangat', 'cepat', 'dalam', 'penanganan', 'perbaikannya']",<FreqDist with 13 samples and 14 outcomes>,"['aplikasi', 'membantu', 'pengguna', 'indihome', 'indihone', 'bermasalah', 'cepat', 'penanganan', 'perbaikannya']","['aplikasi', 'membantu', 'pengguna', 'indihome', 'indihone', 'bermasalah', 'cepat', 'penanganan', 'perbaikannya']","['aplikasi', 'bantu', 'guna', 'indihome', 'indihone', 'masalah', 'cepat', 'tangan', 'baik']"
38,Alun Abui,5,2022-08-23 02:57:44,terima kasih utk respon nya yg cepat tanggap atas pemasangan baru layanan paket internet only,1,"['terima', 'kasih', 'utk', 'respon', 'nya', 'yg', 'cepat', 'tanggap', 'atas', 'pemasangan', 'baru', 'layanan', 'paket', 'internet', 'only']",<FreqDist with 15 samples and 15 outcomes>,"['terima', 'kasih', 'respon', 'cepat', 'tanggap', 'pemasangan', 'layanan', 'paket', 'internet', 'only']","['terima', 'kasih', 'respon', 'cepat', 'tanggap', 'pemasangan', 'layanan', 'paket', 'internet', 'only']","['terima', 'kasih', 'respon', 'cepat', 'tanggap', 'pasang', 'layan', 'paket', 'internet', 'only']"
39,Darus Salam,5,2022-08-23 02:45:21,bisa langsung cek harga tgl jatuh tempo juga jd ingat,1,"['bisa', 'langsung', 'cek', 'harga', 'tgl', 'jatuh', 'tempo', 'juga', 'jd', 'ingat']",<FreqDist with 10 samples and 10 outcomes>,"['cek', 'harga', 'tgl', 'jatuh', 'tempo']","['cek', 'harga', 'tgl', 'jatuh', 'tempo']","['cek', 'harga', 'tgl', 'jatuh', 'tempo']"
40,Rayyan Al Mahyra,5,2022-08-23 02:30:53,aplikasi ini sangat membantu sekali tapi sayang sering bug,1,"['aplikasi', 'ini', 'sangat', 'membantu', 'sekali', 'tapi', 'sayang', 'sering', 'bug']",<FreqDist with 9 samples and 9 outcomes>,"['aplikasi', 'membantu', 'sayang', 'bug']","['aplikasi', 'membantu', 'sayang', 'bug']","['aplikasi', 'bantu', 'sayang', 'bug']"
41,Crypto Preneurship,1,2022-08-23 02:30:44,bintang saja dulu yasy msh penasaran dgn cs nya sdh register hari blm terpasang wifi nya kata nya tunggu ada tlfn verifikasi nah kmrn sy di telfn sama cs nya tpbegitu di angakat di matikan sampai sekarang blm di tlfn kembali pertanyaan saya apa sprt ini cara kerja cs nya melayani calaon customer maaf ini mengingatkan saja sama cs nya,-1,"['bintang', 'saja', 'dulu', 'yasy', 'msh', 'penasaran', 'dgn', 'cs', 'nya', 'sdh', 'register', 'hari', 'blm', 'terpasang', 'wifi', 'nya', 'kata', 'nya', 'tunggu', 'ada', 'tlfn', 'verifikasi', 'nah', 'kmrn', 'sy', 'di', 'telfn', 'sama', 'cs', 'nya', 'tpbegitu', 'di', 'angakat', 'di', 'matikan', 'sampai', 'sekarang', 'blm', 'di', 'tlfn', 'kembali', 'pertanyaan', 'saya', 'apa', 'sprt', 'ini', 'cara', 'kerja', 'cs', 'nya', 'melayani', 'calaon', 'customer', 'maaf', 'ini', 'mengingatkan', 'saja', 'sama', 'cs', 'nya']",<FreqDist with 44 samples and 60 outcomes>,"['bintang', 'yasy', 'penasaran', 'cs', 'register', 'terpasang', 'wifi', 'tunggu', 'tlfn', 'verifikasi', 'kmrn', 'telfn', 'cs', 'tpbegitu', 'angakat', 'matikan', 'tlfn', 'sprt', 'cs', 'melayani', 'calaon', 'customer', 'maaf', 'cs']","['bintang', 'yasy', 'penasaran', 'cs', 'register', 'terpasang', 'wifi', 'tunggu', 'tlfn', 'verifikasi', 'kmrn', 'telfn', 'cs', 'tpbegitu', 'angakat', 'matikan', 'tlfn', 'sprt', 'cs', 'melayani', 'calaon', 'customer', 'maaf', 'cs']","['bintang', 'yasy', 'penasaran', 'cs', 'register', 'pasang', 'wifi', 'tunggu', 'tlfn', 'verifikasi', 'kmrn', 'telfn', 'cs', 'tpbegitu', 'angakat', 'mati', 'tlfn', 'sprt', 'cs', 'layan', 'calaon', 'customer', 'maaf', 'cs']"
42,Arfain Poneke,5,2022-08-23 02:29:38,trims apk myindohome bisa membantu dan membpermigdah nasabah untuk mengecek status di apk,1,"['trims', 'apk', 'myindohome', 'bisa', 'membantu', 'dan', 'membpermigdah', 'nasabah', 'untuk', 'mengecek', 'status', 'di', 'apk']",<FreqDist with 12 samples and 13 outcomes>,"['trims', 'apk', 'myindohome', 'membantu', 'membpermigdah', 'nasabah', 'mengecek', 'status', 'apk']","['trims', 'apk', 'myindohome', 'membantu', 'membpermigdah', 'nasabah', 'mengecek', 'status', 'apk']","['trims', 'apk', 'myindohome', 'bantu', 'membpermigdah', 'nasabah', 'ecek', 'status', 'apk']"
43,Alviansbee,5,2022-08-23 01:47:03,penanganan cepat dibantu secara berkala ui app bagus,1,"['penanganan', 'cepat', 'dibantu', 'secara', 'berkala', 'ui', 'app', 'bagus']",<FreqDist with 8 samples and 8 outcomes>,"['penanganan', 'cepat', 'dibantu', 'berkala', 'ui', 'app', 'bagus']","['penanganan', 'cepat', 'dibantu', 'berkala', 'ui', 'app', 'bagus']","['tangan', 'cepat', 'bantu', 'kala', 'ui', 'app', 'bagus']"
44,Akhmad Mubarok,1,2022-08-23 00:58:19,aplikasi perbaikan terus tidak bisa daftar login,-1,"['aplikasi', 'perbaikan', 'terus', 'tidak', 'bisa', 'daftar', 'login']",<FreqDist with 7 samples and 7 outcomes>,"['aplikasi', 'perbaikan', 'daftar', 'login']","['aplikasi', 'perbaikan', 'daftar', 'login']","['aplikasi', 'baik', 'daftar', 'login']"
45,Eko Yuni Prastyawan,5,2022-08-22 23:13:51,sangat bagus selain bisa nonton youtube di tv juga bisa akses internet di tv  hp kecepatannya pun oke bisa terhubung dengan beberapa android sekaligus tanpa ada hambatan yg berarti kecepatan yg konsisten meskipun saat cuaca tidak begitu baik,1,"['sangat', 'bagus', 'selain', 'bisa', 'nonton', 'youtube', 'di', 'tv', 'juga', 'bisa', 'akses', 'internet', 'di', 'tv', 'hp', 'kecepatannya', 'pun', 'oke', 'bisa', 'terhubung', 'dengan', 'beberapa', 'android', 'sekaligus', 'tanpa', 'ada', 'hambatan', 'yg', 'berarti', 'kecepatan', 'yg', 'konsisten', 'meskipun', 'saat', 'cuaca', 'tidak', 'begitu', 'baik']",<FreqDist with 33 samples and 38 outcomes>,"['bagus', 'nonton', 'youtube', 'tv', 'akses', 'internet', 'tv', 'hp', 'kecepatannya', 'oke', 'terhubung', 'android', 'hambatan', 'kecepatan', 'konsisten', 'cuaca']","['bagus', 'nonton', 'youtube', 'tv', 'akses', 'internet', 'tv', 'hp', 'kecepatannya', 'oke', 'terhubung', 'android', 'hambatan', 'kecepatan', 'konsisten', 'cuaca']","['bagus', 'nonton', 'youtube', 'tv', 'akses', 'internet', 'tv', 'hp', 'cepat', 'oke', 'hubung', 'android', 'hambat', 'cepat', 'konsisten', 'cuaca']"
46,Helmi Pandudibrata,1,2022-08-22 23:11:11,aplikasi ini fungsinya apa gw bingung ga guna banget cuma ngecek tagihan bisa dilihat saat mau bayar di rekening mau downgrade paket bisa kirim email terus fungsinya apa ya nih aplikasi,-1,"['aplikasi', 'ini', 'fungsinya', 'apa', 'gw', 'bingung', 'ga', 'guna', 'banget', 'cuma', 'ngecek', 'tagihan', 'bisa', 'dilihat', 'saat', 'mau', 'bayar', 'di', 'rekening', 'mau', 'downgrade', 'paket', 'bisa', 'kirim', 'email', 'terus', 'fungsinya', 'apa', 'ya', 'nih', 'aplikasi']",<FreqDist with 26 samples and 31 outcomes>,"['aplikasi', 'fungsinya', 'bingung', 'banget', 'ngecek', 'tagihan', 'bayar', 'rekening', 'downgrade', 'paket', 'kirim', 'email', 'fungsinya', 'aplikasi']","['aplikasi', 'fungsinya', 'bingung', 'banget', 'ngecek', 'tagihan', 'bayar', 'rekening', 'downgrade', 'paket', 'kirim', 'email', 'fungsinya', 'aplikasi']","['aplikasi', 'fungsi', 'bingung', 'banget', 'ngecek', 'tagih', 'bayar', 'rekening', 'downgrade', 'paket', 'kirim', 'email', 'fungsi', 'aplikasi']"
47,T. FITRIANDA Official,5,2022-08-22 21:42:22,aplikasi myindihome sangat inovatif mempermudah pelanggan untuk mengakses internet berawal dari rumah kita bisa mulai mewujudkan impian jadi kebanggaan masa depan buat indonesia semua kebutuhan ada di myindihome maju terus bersama indihome,1,"['aplikasi', 'myindihome', 'sangat', 'inovatif', 'mempermudah', 'pelanggan', 'untuk', 'mengakses', 'internet', 'berawal', 'dari', 'rumah', 'kita', 'bisa', 'mulai', 'mewujudkan', 'impian', 'jadi', 'kebanggaan', 'masa', 'depan', 'buat', 'indonesia', 'semua', 'kebutuhan', 'ada', 'di', 'myindihome', 'maju', 'terus', 'bersama', 'indihome']",<FreqDist with 31 samples and 32 outcomes>,"['aplikasi', 'myindihome', 'inovatif', 'mempermudah', 'pelanggan', 'mengakses', 'internet', 'rumah', 'mewujudkan', 'impian', 'kebanggaan', 'indonesia', 'kebutuhan', 'myindihome', 'maju', 'indihome']","['aplikasi', 'myindihome', 'inovatif', 'mempermudah', 'pelanggan', 'mengakses', 'internet', 'rumah', 'mewujudkan', 'impian', 'kebanggaan', 'indonesia', 'kebutuhan', 'myindihome', 'maju', 'indihome']","['aplikasi', 'myindihome', 'inovatif', 'mudah', 'langgan', 'akses', 'internet', 'rumah', 'wujud', 'impi', 'bangga', 'indonesia', 'butuh', 'myindihome', 'maju', 'indihome']"
48,Tri Seprinaldi,5,2022-08-22 19:03:59,selama ini laju parah si indihome ya walau kadang kala ada ganggu untuk daerah saya karena kabel sering putus kena mobil mobil dumb truck soal nya setiap hari aktifitas mobil truck di daerah saya mudahan ada dapat diskon gitu dari pihak indihome heheheh,1,"['selama', 'ini', 'laju', 'parah', 'si', 'indihome', 'ya', 'walau', 'kadang', 'kala', 'ada', 'ganggu', 'untuk', 'daerah', 'saya', 'karena', 'kabel', 'sering', 'putus', 'kena', 'mobil', 'mobil', 'dumb', 'truck', 'soal', 'nya', 'setiap', 'hari', 'aktifitas', 'mobil', 'truck', 'di', 'daerah', 'saya', 'mudahan', 'ada', 'dapat', 'diskon', 'gitu', 'dari', 'pihak', 'indihome', 'heheheh']",<FreqDist with 36 samples and 43 outcomes>,"['laju', 'parah', 'indihome', 'kadang', 'ganggu', 'daerah', 'kabel', 'putus', 'mobil', 'mobil', 'dumb', 'truck', 'aktifitas', 'mobil', 'truck', 'daerah', 'mudahan', 'diskon', 'indihome', 'heheheh']","['laju', 'parah', 'indihome', 'kadang', 'ganggu', 'daerah', 'kabel', 'putus', 'mobil', 'mobil', 'dumb', 'truck', 'aktifitas', 'mobil', 'truck', 'daerah', 'mudahan', 'diskon', 'indihome', 'heheheh']","['laju', 'parah', 'indihome', 'kadang', 'ganggu', 'daerah', 'kabel', 'putus', 'mobil', 'mobil', 'dumb', 'truck', 'aktifitas', 'mobil', 'truck', 'daerah', 'mudah', 'diskon', 'indihome', 'heheheh']"
49,Surya Hary,1,2022-08-22 18:05:21,indihome saya kenapa sebulan bisa error hilang koneksi internet sampai  dan hampir hari setiap kalinya error bayar full tapi pelayanan seperti ini kita bayar juga nggak telat masih aja error terus,-1,"['indihome', 'saya', 'kenapa', 'sebulan', 'bisa', 'error', 'hilang', 'koneksi', 'internet', 'sampai', 'dan', 'hampir', 'hari', 'setiap', 'kalinya', 'error', 'bayar', 'full', 'tapi', 'pelayanan', 'seperti', 'ini', 'kita', 'bayar', 'juga', 'nggak', 'telat', 'masih', 'aja', 'error', 'terus']",<FreqDist with 28 samples and 31 outcomes>,"['indihome', 'sebulan', 'error', 'hilang', 'koneksi', 'internet', 'kalinya', 'error', 'bayar', 'full', 'pelayanan', 'bayar', 'nggak', 'telat', 'error']","['indihome', 'sebulan', 'error', 'hilang', 'koneksi', 'internet', 'kalinya', 'error', 'bayar', 'full', 'pelayanan', 'bayar', 'nggak', 'telat', 'error']","['indihome', 'bulan', 'error', 'hilang', 'koneksi', 'internet', 'kali', 'error', 'bayar', 'full', 'layan', 'bayar', 'nggak', 'telat', 'error']"
50,Jabirudin,3,2022-08-22 17:52:20,tidak bisa digunakan pesannya proses peningkatan,-1,"['tidak', 'bisa', 'digunakan', 'pesannya', 'proses', 'peningkatan']",<FreqDist with 6 samples and 6 outcomes>,"['pesannya', 'proses', 'peningkatan']","['pesannya', 'proses', 'peningkatan']","['pesan', 'proses', 'tingkat']"
51,Iki Tamvans,1,2022-08-22 17:50:06,nomer hp udh bener password udh bener tetep aja gabisa masuk aneh,-1,"['nomer', 'hp', 'udh', 'bener', 'password', 'udh', 'bener', 'tetep', 'aja', 'gabisa', 'masuk', 'aneh']",<FreqDist with 10 samples and 12 outcomes>,"['nomer', 'hp', 'udh', 'bener', 'password', 'udh', 'bener', 'tetep', 'gabisa', 'aneh']","['nomer', 'hp', 'udh', 'bener', 'password', 'udh', 'bener', 'tetep', 'gabisa', 'aneh']","['nomer', 'hp', 'udh', 'bener', 'password', 'udh', 'bener', 'tetep', 'gabisa', 'aneh']"
52,Bagas Andri,1,2022-08-22 16:44:36,kalo gak niat bikin aplikasi gausah bikin lah eror terus update terus tp gak guna,-1,"['kalo', 'gak', 'niat', 'bikin', 'aplikasi', 'gausah', 'bikin', 'lah', 'eror', 'terus', 'update', 'terus', 'tp', 'gak', 'guna']",<FreqDist with 12 samples and 15 outcomes>,"['niat', 'aplikasi', 'gausah', 'eror']","['niat', 'aplikasi', 'gausah', 'eror']","['niat', 'aplikasi', 'gausah', 'eror']"
53,Irwan Danuputra,5,2022-08-22 12:35:41,sangat membantu sekali saya di bantu penghapusan akun yg pernah salah saya daftarkan,1,"['sangat', 'membantu', 'sekali', 'saya', 'di', 'bantu', 'penghapusan', 'akun', 'yg', 'pernah', 'salah', 'saya', 'daftarkan']",<FreqDist with 12 samples and 13 outcomes>,"['membantu', 'bantu', 'penghapusan', 'akun', 'salah', 'daftarkan']","['membantu', 'bantu', 'penghapusan', 'akun', 'salah', 'daftarkan']","['bantu', 'bantu', 'hapus', 'akun', 'salah', 'daftar']"
54,Righazi Gaming,1,2022-08-22 11:34:01,aplikasi error terusssaplikasi bumn besar masak aplikasi error muluganti tu team it,-1,"['aplikasi', 'error', 'terusssaplikasi', 'bumn', 'besar', 'masak', 'aplikasi', 'error', 'muluganti', 'tu', 'team', 'it']",<FreqDist with 10 samples and 12 outcomes>,"['aplikasi', 'error', 'terusssaplikasi', 'bumn', 'masak', 'aplikasi', 'error', 'muluganti', 'team']","['aplikasi', 'error', 'terusssaplikasi', 'bumn', 'masak', 'aplikasi', 'error', 'muluganti', 'team']","['aplikasi', 'error', 'terusssaplikasi', 'bumn', 'masak', 'aplikasi', 'error', 'muluganti', 'team']"
55,I Putu Suwitra,3,2022-08-22 10:57:13,padahal perusahaan besar tapi aplikasinya biasabiasa saja sering terjadi eror,-1,"['padahal', 'perusahaan', 'besar', 'tapi', 'aplikasinya', 'biasabiasa', 'saja', 'sering', 'terjadi', 'eror']",<FreqDist with 10 samples and 10 outcomes>,"['perusahaan', 'aplikasinya', 'biasabiasa', 'eror']","['perusahaan', 'aplikasinya', 'biasabiasa', 'eror']","['usaha', 'aplikasi', 'biasabiasa', 'eror']"
56,rhevan ferdinand,1,2022-08-22 10:40:57,tidak bisa lapor gangguan selalu muncul layanan dalam perbaikan,-1,"['tidak', 'bisa', 'lapor', 'gangguan', 'selalu', 'muncul', 'layanan', 'dalam', 'perbaikan']",<FreqDist with 9 samples and 9 outcomes>,"['lapor', 'gangguan', 'muncul', 'layanan', 'perbaikan']","['lapor', 'gangguan', 'muncul', 'layanan', 'perbaikan']","['lapor', 'ganggu', 'muncul', 'layan', 'baik']"
57,agung nugroho,1,2022-08-22 10:11:43,malah sering error halaman dalam perbaikan,-1,"['malah', 'sering', 'error', 'halaman', 'dalam', 'perbaikan']",<FreqDist with 6 samples and 6 outcomes>,"['error', 'halaman', 'perbaikan']","['error', 'halaman', 'perbaikan']","['error', 'halaman', 'baik']"
58,mul yana,5,2022-08-22 08:56:44,aplikasinya bagus penanganan masalah juga cepat mohon untuk dipertahankan mutu layanan yang sudah baik terimakasih,1,"['aplikasinya', 'bagus', 'penanganan', 'masalah', 'juga', 'cepat', 'mohon', 'untuk', 'dipertahankan', 'mutu', 'layanan', 'yang', 'sudah', 'baik', 'terimakasih']",<FreqDist with 15 samples and 15 outcomes>,"['aplikasinya', 'bagus', 'penanganan', 'cepat', 'dipertahankan', 'mutu', 'layanan', 'terimakasih']","['aplikasinya', 'bagus', 'penanganan', 'cepat', 'dipertahankan', 'mutu', 'layanan', 'terimakasih']","['aplikasi', 'bagus', 'tangan', 'cepat', 'tahan', 'mutu', 'layan', 'terimakasih']"
59,Suhendra Usman,5,2022-08-22 08:45:05,sangat bagus tolong di tingkatkan lagi,1,"['sangat', 'bagus', 'tolong', 'di', 'tingkatkan', 'lagi']",<FreqDist with 6 samples and 6 outcomes>,"['bagus', 'tolong', 'tingkatkan']","['bagus', 'tolong', 'tingkatkan']","['bagus', 'tolong', 'tingkat']"
60,huda pumarwijaya,1,2022-08-22 08:40:35,sudah bayar tp unternet diisolir dan aplikasi tidak bisa dipake,-1,"['sudah', 'bayar', 'tp', 'unternet', 'diisolir', 'dan', 'aplikasi', 'tidak', 'bisa', 'dipake']",<FreqDist with 10 samples and 10 outcomes>,"['bayar', 'unternet', 'diisolir', 'aplikasi', 'dipake']","['bayar', 'unternet', 'diisolir', 'aplikasi', 'dipake']","['bayar', 'unternet', 'isolir', 'aplikasi', 'dipake']"
61,Rein Manu,5,2022-08-22 07:03:00,pelayanan program dan bonus mantap pooollll  penerimaan signal mntap,1,"['pelayanan', 'program', 'dan', 'bonus', 'mantap', 'pooollll', 'penerimaan', 'signal', 'mntap']",<FreqDist with 9 samples and 9 outcomes>,"['pelayanan', 'program', 'bonus', 'mantap', 'pooollll', 'penerimaan', 'signal', 'mntap']","['pelayanan', 'program', 'bonus', 'mantap', 'pooollll', 'penerimaan', 'signal', 'mntap']","['layan', 'program', 'bonus', 'mantap', 'pooollll', 'terima', 'signal', 'mntap']"
62,Rachmad Junaidi.S,3,2022-08-22 06:51:28,mengapa jaringan wifi dirumah saya buruk dan ini sudah terjadi kurang lebih bulan dan jika tagihan selalu bagusbelum waktu pembayaran sudah ditagihtadi baru saja saya dapat chat via wa tentang tagihan bulanan dan ini baru tanggal padahal tanggal jatuh temponyajika untuk sekedar mengingatkanbisa tanggal ke atasteknisi udah sering datang utk memperbskitetapi tidak ada kemajuan juga mohon pelanggang diperhatikan jika kami mau berhenti langganan takut didenda,-1,"['mengapa', 'jaringan', 'wifi', 'dirumah', 'saya', 'buruk', 'dan', 'ini', 'sudah', 'terjadi', 'kurang', 'lebih', 'bulan', 'dan', 'jika', 'tagihan', 'selalu', 'bagusbelum', 'waktu', 'pembayaran', 'sudah', 'ditagihtadi', 'baru', 'saja', 'saya', 'dapat', 'chat', 'via', 'wa', 'tentang', 'tagihan', 'bulanan', 'dan', 'ini', 'baru', 'tanggal', 'padahal', 'tanggal', 'jatuh', 'temponyajika', 'untuk', 'sekedar', 'mengingatkanbisa', 'tanggal', 'ke', 'atasteknisi', 'udah', 'sering', 'datang', 'utk', 'memperbskitetapi', 'tidak', 'ada', 'kemajuan', 'juga', 'mohon', 'pelanggang', 'diperhatikan', 'jika', 'kami', 'mau', 'berhenti', 'langganan', 'takut', 'didenda']",<FreqDist with 55 samples and 65 outcomes>,"['jaringan', 'wifi', 'dirumah', 'buruk', 'tagihan', 'bagusbelum', 'pembayaran', 'ditagihtadi', 'chat', 'via', 'tagihan', 'bulanan', 'tanggal', 'tanggal', 'jatuh', 'temponyajika', 'sekedar', 'mengingatkanbisa', 'tanggal', 'atasteknisi', 'memperbskitetapi', 'kemajuan', 'pelanggang', 'diperhatikan', 'berhenti', 'langganan', 'takut', 'didenda']","['jaringan', 'wifi', 'dirumah', 'buruk', 'tagihan', 'bagusbelum', 'pembayaran', 'ditagihtadi', 'chat', 'via', 'tagihan', 'bulanan', 'tanggal', 'tanggal', 'jatuh', 'temponyajika', 'sekedar', 'mengingatkanbisa', 'tanggal', 'atasteknisi', 'memperbskitetapi', 'kemajuan', 'pelanggang', 'diperhatikan', 'berhenti', 'langganan', 'takut', 'didenda']","['jaring', 'wifi', 'rumah', 'buruk', 'tagih', 'bagusbelum', 'bayar', 'ditagihtadi', 'chat', 'via', 'tagih', 'bulan', 'tanggal', 'tanggal', 'jatuh', 'temponyajika', 'dar', 'mengingatkanbisa', 'tanggal', 'atasteknisi', 'memperbskitetapi', 'maju', 'langgang', 'perhati', 'henti', 'langgan', 'takut', 'denda']"
63,Bagus Setyo,1,2022-08-22 06:13:48,aplikasi selalu mengalami gangguan koneksi modem wifi juga selalu mengalami gangguan payah,-1,"['aplikasi', 'selalu', 'mengalami', 'gangguan', 'koneksi', 'modem', 'wifi', 'juga', 'selalu', 'mengalami', 'gangguan', 'payah']",<FreqDist with 9 samples and 12 outcomes>,"['aplikasi', 'mengalami', 'gangguan', 'koneksi', 'modem', 'wifi', 'mengalami', 'gangguan', 'payah']","['aplikasi', 'mengalami', 'gangguan', 'koneksi', 'modem', 'wifi', 'mengalami', 'gangguan', 'payah']","['aplikasi', 'alami', 'ganggu', 'koneksi', 'modem', 'wifi', 'alami', 'ganggu', 'payah']"
64,Ari Nurwandi,1,2022-08-22 05:30:16,pengaduan layanan jadi susah sebelumnya oke oke aja sekarang jd susah digunain maintenance terus internet lg dibutuin malah mati dan sering mati sendiri,-1,"['pengaduan', 'layanan', 'jadi', 'susah', 'sebelumnya', 'oke', 'oke', 'aja', 'sekarang', 'jd', 'susah', 'digunain', 'maintenance', 'terus', 'internet', 'lg', 'dibutuin', 'malah', 'mati', 'dan', 'sering', 'mati', 'sendiri']",<FreqDist with 20 samples and 23 outcomes>,"['pengaduan', 'layanan', 'susah', 'oke', 'oke', 'susah', 'digunain', 'maintenance', 'internet', 'dibutuin', 'mati', 'mati']","['pengaduan', 'layanan', 'susah', 'oke', 'oke', 'susah', 'digunain', 'maintenance', 'internet', 'dibutuin', 'mati', 'mati']","['adu', 'layan', 'susah', 'oke', 'oke', 'susah', 'digunain', 'maintenance', 'internet', 'dibutuin', 'mati', 'mati']"
